# x = 0.130467357414141399610e-1
0.273612974852367768380E-3	0.697159188639274825879E-3
0.139812489794156739720E-2	0.152494285680170747031E-2
0.324946325453380474357E-2	0.213197817651618622426E-2
0.555718717910089599381E-2	0.242590302591390666642E-2
0.798133363390943820347E-2	0.236206919268878341353E-2
0.101668312577330264011E-1	0.195728487723173970675E-2
0.118122051875448364147E-1	0.130438919929371083910E-2
0.127516288043818283773E-1	0.582396403529115215563E-3
0.130955402368943676360E-1	0.318989294809545966819E-3
0.139217029097696913366E-1	0.152585721268974787881E-2
0.165149123120158349027E-1	0.385247981430954006623E-2
0.220183474544979191195E-1	0.735074493378686513744E-2
0.316001572236647671382E-1	0.119971342955652875424E-1
0.463572403010820412977E-1	0.176747914242475264005E-1
0.672292402992997070455E-1	0.241889503153383312000E-1
0.949295270626930393464E-1	0.312848756617644439962E-1
0.129894321470388716366	0.386659797986991125703E-1
0.172249623347159828416	0.460112303782515652436E-1
0.221795057680864805202	0.529915535581842852496E-1
0.278003571569014726519	0.592851145901272809772E-1
0.340035797408005113311	0.645913414865240254862E-1
0.406767727101099308531	0.686434819738653899217E-1
0.476830096349505052891	0.712194165617760576512E-1
0.548657581388456805000	0.721504183525398473162E-1
0.620545602868418584018	0.713275609713352797047E-1
0.690712256663701917557	0.687055307125227898321E-1
0.757362693088856989254	0.643036974724017642607E-1
0.818753187764629589376	0.582044403416407947285E-1
0.873252230082682834778	0.505489029177118042285E-1
0.919396231292359716010	0.415305586528908457209E-1
0.955937947688746007186	0.313872041241292875190E-1
0.981886567423264858602	0.203926571075514119887E-1
0.996542607381555519820	0.886096512672274504975E-2
